temperature,humidity,motion,light,gas,aqi,sound,risk,timestamp
28,70,0,Dark,2277,1850,High,Danger,2026-05-12 04:27:12
42,49,0,Dim,2773,1754,High,Danger,2026-05-12 04:28:12
43,79,0,Dim,1421,2254,High,Danger,2026-05-12 04:29:12
26,72,1,Dark,3333,2762,Low,Danger,2026-05-12 04:30:12
24,87,1,Dim,3034,826,Medium,Warning,2026-05-12 04:31:12
22,41,0,Dark,2843,927,Medium,Warning,2026-05-12 04:32:12
30,42,1,Dim,575,3069,High,Warning,2026-05-12 04:33:12
33,56,0,Dim,2964,2822,Medium,Warning,2026-05-12 04:34:12
42,64,1,Dim,2143,271,Medium,Warning,2026-05-12 04:35:12
38,52,0,Bright,3077,969,High,Warning,2026-05-12 04:36:12
31,47,0,Bright,2472,2590,Low,Warning,2026-05-12 04:37:12
30,34,1,Bright,2917,3422,Low,Warning,2026-05-12 04:38:12
40,90,0,Bright,3158,2565,High,Danger,2026-05-12 04:39:12
30,56,0,Dark,497,3345,High,Warning,2026-05-12 04:40:12
31,33,1,Dim,1410,1723,Medium,Warning,2026-05-12 04:41:12
34,47,0,Dim,1012,1254,Medium,Normal,2026-05-12 04:42:12
35,86,1,Dim,963,533,Medium,Warning,2026-05-12 04:43:12
30,41,1,Dim,441,1978,High,Warning,2026-05-12 04:44:12
25,90,0,Dark,2888,1054,Low,Warning,2026-05-12 04:45:12
43,72,1,Dark,3200,1601,Medium,Danger,2026-05-12 04:46:12
26,57,1,Bright,3356,634,High,Warning,2026-05-12 04:47:12
35,90,0,Dark,1417,1027,Low,Warning,2026-05-12 04:48:12
28,80,1,Dark,1939,2598,Medium,Danger,2026-05-12 04:49:12
42,48,1,Dark,686,431,Medium,Warning,2026-05-12 04:50:12
34,77,0,Dark,689,2233,High,Warning,2026-05-12 04:51:12
42,67,1,Dark,1901,1003,High,Danger,2026-05-12 04:52:12
42,41,1,Dim,2023,1029,Low,Warning,2026-05-12 04:53:12
42,52,0,Bright,2580,2279,Low,Warning,2026-05-12 04:54:12
31,30,1,Dim,2895,3107,Low,Warning,2026-05-12 04:55:12
40,58,0,Bright,934,365,Medium,Normal,2026-05-12 04:56:12
20,74,1,Bright,1969,2044,High,Warning,2026-05-12 04:57:12
23,84,0,Dark,1766,906,High,Warning,2026-05-12 04:58:12
32,85,0,Dark,1438,2840,High,Danger,2026-05-12 04:59:12
38,86,0,Bright,1348,1779,Low,Danger,2026-05-12 05:00:12
28,90,0,Bright,2811,1247,High,Warning,2026-05-12 05:01:12
39,62,0,Bright,1618,3112,High,Danger,2026-05-12 05:02:12
37,56,1,Dim,2416,1613,High,Danger,2026-05-12 05:03:12
32,73,0,Dim,295,2507,Medium,Warning,2026-05-12 05:04:12
44,93,1,Dim,2262,902,Low,Danger,2026-05-12 05:05:12
39,90,0,Dark,3250,3258,High,Danger,2026-05-12 05:06:12
21,87,1,Bright,1486,2107,Low,Warning,2026-05-12 05:07:12
37,54,1,Dark,186,1239,High,Warning,2026-05-12 05:08:12
36,76,0,Dark,1993,1734,Medium,Warning,2026-05-12 05:09:12
24,81,1,Dim,3280,3253,Medium,Danger,2026-05-12 05:10:12
42,60,1,Dim,2850,3271,Medium,Danger,2026-05-12 05:11:12
35,72,0,Dark,1415,1245,High,Warning,2026-05-12 05:12:12
26,55,0,Dark,2834,1927,High,Warning,2026-05-12 05:13:12
45,69,0,Dark,370,3205,Medium,Warning,2026-05-12 05:14:12
27,53,1,Dim,3475,3240,High,Danger,2026-05-12 05:15:12
37,75,0,Dim,3454,3345,Low,Danger,2026-05-12 05:16:12
23,60,1,Dark,3000,2935,High,Danger,2026-05-12 05:17:12
28,93,0,Dark,841,2353,High,Warning,2026-05-12 05:18:12
24,36,1,Bright,2485,1994,High,Warning,2026-05-12 05:19:12
40,41,1,Dim,1616,121,Medium,Warning,2026-05-12 05:20:12
35,74,0,Dark,441,1476,High,Warning,2026-05-12 05:21:12
23,51,1,Dim,111,1059,Low,Normal,2026-05-12 05:22:12
28,35,1,Dark,693,1092,Medium,Normal,2026-05-12 05:23:12
21,47,1,Bright,2077,2232,High,Warning,2026-05-12 05:24:12
25,82,1,Dark,2895,918,Low,Warning,2026-05-12 05:25:12
34,85,1,Dark,183,536,High,Warning,2026-05-12 05:26:12
38,68,1,Dim,2727,3025,Medium,Danger,2026-05-12 05:27:12
39,36,1,Bright,3086,775,Medium,Warning,2026-05-12 05:28:12
37,92,0,Dark,2103,1881,Medium,Danger,2026-05-12 05:29:12
21,31,1,Bright,1275,2867,Medium,Warning,2026-05-12 05:30:12
43,54,1,Bright,2236,243,Medium,Warning,2026-05-12 05:31:12
32,52,1,Dim,2491,2202,Medium,Warning,2026-05-12 05:32:12
23,55,1,Dark,1618,2791,High,Danger,2026-05-12 05:33:12
31,58,0,Bright,774,2435,High,Warning,2026-05-12 05:34:12
37,54,0,Dim,2983,1299,Low,Warning,2026-05-12 05:35:12
43,47,0,Dark,150,1488,High,Warning,2026-05-12 05:36:12
39,58,0,Dim,2409,1590,Low,Warning,2026-05-12 05:37:12
38,59,0,Dim,1067,316,High,Warning,2026-05-12 05:38:12
44,79,0,Dark,1359,2415,High,Danger,2026-05-12 05:39:12
37,57,1,Dim,2289,1208,High,Warning,2026-05-12 05:40:12
42,81,1,Bright,816,1224,Low,Warning,2026-05-12 05:41:12
45,91,0,Dark,930,3017,Medium,Danger,2026-05-12 05:42:12
43,38,0,Dim,2251,1314,Low,Warning,2026-05-12 05:43:12
20,45,0,Dark,2912,2138,Low,Warning,2026-05-12 05:44:12
40,30,1,Bright,3002,934,Low,Warning,2026-05-12 05:45:12
33,70,1,Dim,2329,2320,Low,Danger,2026-05-12 05:46:12
36,59,0,Bright,1773,2488,Medium,Warning,2026-05-12 05:47:12
33,52,0,Dim,1719,196,Medium,Normal,2026-05-12 05:48:12
25,51,1,Dim,312,1791,High,Warning,2026-05-12 05:49:12
26,45,0,Dark,1617,1096,Medium,Warning,2026-05-12 05:50:12
27,94,0,Dim,616,1177,High,Warning,2026-05-12 05:51:12
24,38,1,Dark,2963,2669,High,Danger,2026-05-12 05:52:12
32,72,0,Dark,802,869,High,Warning,2026-05-12 05:53:12
45,69,0,Dark,3173,1566,Medium,Danger,2026-05-12 05:54:12
23,74,1,Dim,2755,3437,Low,Danger,2026-05-12 05:55:12
26,33,0,Dim,1622,1813,Low,Warning,2026-05-12 05:56:12
26,48,0,Bright,1183,1063,Medium,Normal,2026-05-12 05:57:12
35,35,0,Bright,2682,2899,Low,Warning,2026-05-12 05:58:12
30,39,0,Bright,1153,2382,Low,Normal,2026-05-12 05:59:12
29,66,0,Dim,748,3492,Medium,Warning,2026-05-12 06:00:12
40,78,0,Dim,2011,881,High,Danger,2026-05-12 06:01:12
36,89,0,Dark,1355,2698,Medium,Danger,2026-05-12 06:02:12
38,60,1,Dark,231,2847,Medium,Warning,2026-05-12 06:03:12
24,46,1,Dark,1401,2283,Medium,Warning,2026-05-12 06:04:12
33,71,1,Dim,1843,1156,High,Warning,2026-05-12 06:05:12
42,50,0,Dim,1494,815,Low,Warning,2026-05-12 06:06:12
43,94,0,Bright,2492,2736,Medium,Danger,2026-05-12 06:07:12
38,80,0,Dark,1783,869,Low,Warning,2026-05-12 06:08:12
28,61,0,Dark,2059,1764,Low,Warning,2026-05-12 06:09:12
37,56,0,Dim,2144,3024,Low,Warning,2026-05-12 06:10:12
45,51,0,Dark,3002,2354,High,Danger,2026-05-12 06:11:12
42,89,1,Bright,2594,219,High,Danger,2026-05-12 06:12:12
24,49,1,Bright,1812,2902,Medium,Warning,2026-05-12 06:13:12
42,39,1,Dark,2773,2823,Medium,Danger,2026-05-12 06:14:12
32,54,1,Dark,1336,1713,High,Warning,2026-05-12 06:15:12
44,85,1,Dark,2482,2850,Low,Danger,2026-05-12 06:16:12
36,85,1,Dim,3077,3384,High,Danger,2026-05-12 06:17:12
28,92,0,Bright,3220,2356,Low,Warning,2026-05-12 06:18:12
45,87,0,Bright,2443,3105,Low,Danger,2026-05-12 06:19:12
45,61,0,Dim,3375,1737,Low,Warning,2026-05-12 06:20:12
23,93,0,Dim,239,3410,High,Warning,2026-05-12 06:21:12
29,34,0,Dark,618,3100,Medium,Warning,2026-05-12 06:22:12
30,58,0,Dim,1986,1212,High,Warning,2026-05-12 06:23:12
30,60,1,Dim,2684,558,High,Warning,2026-05-12 06:24:12
30,87,0,Bright,1049,2366,High,Warning,2026-05-12 06:25:12
29,40,1,Dim,1352,2075,High,Warning,2026-05-12 06:26:12
31,81,1,Dark,1109,2720,Low,Warning,2026-05-12 06:27:12
30,84,0,Bright,249,2983,Medium,Warning,2026-05-12 06:28:12
34,73,1,Dark,1812,2445,Medium,Danger,2026-05-12 06:29:12
26,47,1,Bright,1793,1628,Medium,Warning,2026-05-12 06:30:12
22,87,1,Dark,152,2682,Medium,Warning,2026-05-12 06:31:12
21,76,1,Dim,1983,2257,Medium,Warning,2026-05-12 06:32:12
34,33,1,Dim,582,1603,High,Warning,2026-05-12 06:33:12
38,88,0,Bright,2806,1771,Low,Danger,2026-05-12 06:34:12
32,59,0,Bright,2877,616,Medium,Normal,2026-05-12 06:35:12
25,58,0,Dark,3029,2445,High,Warning,2026-05-12 06:36:12
31,55,1,Bright,765,2105,Low,Warning,2026-05-12 06:37:12
22,39,1,Bright,1218,2958,Low,Warning,2026-05-12 06:38:12
27,79,1,Bright,3163,1012,High,Warning,2026-05-12 06:39:12
20,44,1,Dark,3461,1987,Low,Warning,2026-05-12 06:40:12
35,91,1,Bright,1892,2271,Medium,Danger,2026-05-12 06:41:12
20,42,1,Bright,2725,959,Low,Warning,2026-05-12 06:42:12
36,34,1,Bright,1689,1005,Medium,Warning,2026-05-12 06:43:12
42,62,1,Dark,1317,2285,Medium,Danger,2026-05-12 06:44:12
38,87,0,Dim,1895,1187,High,Danger,2026-05-12 06:45:12
34,64,0,Dark,3177,3378,Low,Danger,2026-05-12 06:46:12
25,42,0,Bright,3321,1641,Low,Warning,2026-05-12 06:47:12
32,70,0,Dark,110,894,Medium,Normal,2026-05-12 06:48:12
29,77,1,Bright,2521,549,High,Warning,2026-05-12 06:49:12
29,77,0,Dark,2013,2794,Medium,Danger,2026-05-12 06:50:12
39,80,0,Bright,847,2551,High,Danger,2026-05-12 06:51:12
39,65,1,Dim,1464,256,Low,Warning,2026-05-12 06:52:12
40,42,1,Bright,896,2095,High,Warning,2026-05-12 06:53:12
33,92,0,Dark,2557,673,Low,Warning,2026-05-12 06:54:12
35,57,0,Dark,2461,2111,Medium,Warning,2026-05-12 06:55:12
21,69,1,Bright,2085,2783,High,Danger,2026-05-12 06:56:12
37,81,0,Dim,517,3026,Medium,Warning,2026-05-12 06:57:12
35,40,0,Bright,3042,247,Low,Warning,2026-05-12 06:58:12
42,60,1,Bright,3453,2769,Low,Danger,2026-05-12 06:59:12
35,63,0,Dark,3230,1301,Low,Warning,2026-05-12 07:00:12
22,75,1,Dim,1198,1712,Low,Warning,2026-05-12 07:01:12
20,55,1,Dark,3351,990,High,Warning,2026-05-12 07:02:12
39,51,1,Bright,2989,2134,Medium,Danger,2026-05-12 07:03:12
34,56,0,Dark,2869,1943,High,Danger,2026-05-12 07:04:12
44,44,0,Dim,2619,850,Low,Warning,2026-05-12 07:05:12
32,42,0,Bright,2002,2443,High,Warning,2026-05-12 07:06:12
29,49,0,Dark,2912,3025,Low,Warning,2026-05-12 07:07:12
44,89,0,Dim,1050,1549,Medium,Warning,2026-05-12 07:08:12
20,45,0,Dim,1419,2401,Low,Warning,2026-05-12 07:09:12
43,44,1,Bright,3398,1447,High,Danger,2026-05-12 07:10:12
27,88,1,Dark,2810,1107,Low,Danger,2026-05-12 07:11:12
36,62,0,Dim,3229,831,High,Warning,2026-05-12 07:12:12
22,35,0,Dim,913,1970,Medium,Normal,2026-05-12 07:13:12
26,83,0,Bright,752,1705,High,Warning,2026-05-12 07:14:12
31,73,0,Bright,2175,2535,Medium,Warning,2026-05-12 07:15:12
41,78,0,Dark,2462,3080,High,Danger,2026-05-12 07:16:12
43,32,1,Bright,3437,3085,High,Danger,2026-05-12 07:17:12
45,60,0,Dark,1012,2391,High,Warning,2026-05-12 07:18:12
21,65,1,Dark,611,2788,Medium,Warning,2026-05-12 07:19:12
28,39,0,Dim,594,1486,Medium,Normal,2026-05-12 07:20:12
27,42,0,Dim,1585,159,Low,Normal,2026-05-12 07:21:12
39,49,1,Dim,2466,916,Low,Warning,2026-05-12 07:22:12
45,43,1,Dim,918,2473,Medium,Warning,2026-05-12 07:23:12
43,80,0,Dark,203,3212,High,Danger,2026-05-12 07:24:12
30,38,1,Dim,2982,3051,Low,Warning,2026-05-12 07:25:12
22,81,1,Bright,2008,1734,High,Danger,2026-05-12 07:26:12
43,90,0,Dark,3032,1031,Medium,Danger,2026-05-12 07:27:12
45,61,0,Dark,769,3405,Medium,Warning,2026-05-12 07:28:12
32,90,1,Dark,3403,503,High,Danger,2026-05-12 07:29:12
38,85,1,Bright,3489,2780,Medium,Danger,2026-05-12 07:30:12
44,42,1,Dim,2812,3369,Low,Danger,2026-05-12 07:31:12
28,58,1,Bright,611,3471,Low,Warning,2026-05-12 07:32:12
33,90,1,Dark,1158,1369,High,Danger,2026-05-12 07:33:12
24,56,1,Dark,842,1028,Low,Warning,2026-05-12 07:34:12
22,90,1,Dark,3253,3258,Low,Danger,2026-05-12 07:35:12
25,91,1,Dim,752,3047,Low,Warning,2026-05-12 07:36:12
36,45,0,Bright,2086,3405,Low,Warning,2026-05-12 07:37:12
22,65,0,Dark,1249,1202,Medium,Warning,2026-05-12 07:38:12
30,93,1,Dim,3366,2465,Low,Danger,2026-05-12 07:39:12
32,71,1,Dark,688,1485,Low,Warning,2026-05-12 07:40:12
30,72,0,Dark,785,298,Medium,Normal,2026-05-12 07:41:12
26,76,1,Dim,373,2211,Medium,Warning,2026-05-12 07:42:12
23,58,1,Bright,2746,1747,High,Warning,2026-05-12 07:43:12
20,92,0,Bright,2995,3014,High,Danger,2026-05-12 07:44:12
26,76,1,Dark,1321,2308,High,Danger,2026-05-12 07:45:12
35,69,0,Bright,271,2940,Medium,Warning,2026-05-12 07:46:12
30,85,1,Dim,1472,2109,Medium,Warning,2026-05-12 07:47:12
29,89,0,Bright,2834,2590,High,Danger,2026-05-12 07:48:12
36,68,0,Dim,2220,3068,Medium,Warning,2026-05-12 07:49:12
44,85,0,Bright,834,1741,Low,Warning,2026-05-12 07:50:12
29,56,1,Dark,1736,1912,Medium,Warning,2026-05-12 07:51:12
45,65,0,Dark,3346,2349,Medium,Danger,2026-05-12 07:52:12
41,87,1,Dark,3450,1250,Low,Danger,2026-05-12 07:53:12
45,80,1,Dim,604,3109,High,Danger,2026-05-12 07:54:12
21,36,0,Dim,427,728,Low,Normal,2026-05-12 07:55:12
43,60,0,Bright,2858,1903,Medium,Warning,2026-05-12 07:56:12
29,56,0,Bright,1875,798,Medium,Normal,2026-05-12 07:57:12
33,82,0,Bright,932,2889,Low,Warning,2026-05-12 07:58:12
25,46,1,Bright,2772,3395,High,Danger,2026-05-12 07:59:12
31,83,1,Bright,2211,2429,High,Danger,2026-05-12 08:00:12
40,91,1,Dim,2700,1067,High,Danger,2026-05-12 08:01:12
23,65,0,Bright,1117,2965,Medium,Warning,2026-05-12 08:02:12
42,87,0,Dim,109,142,Medium,Warning,2026-05-12 08:03:12
22,49,1,Dark,2038,363,Medium,Warning,2026-05-12 08:04:12
42,63,1,Dark,219,2589,High,Danger,2026-05-12 08:05:12
21,57,0,Dim,3446,3420,High,Warning,2026-05-12 08:06:12
35,32,1,Bright,2000,596,Medium,Warning,2026-05-12 08:07:12
29,84,0,Dark,1644,562,High,Warning,2026-05-12 08:08:12
24,54,0,Bright,1272,2673,Low,Warning,2026-05-12 08:09:12
42,92,0,Bright,2804,1016,Medium,Danger,2026-05-12 08:10:12
38,35,0,Dim,1250,1813,Medium,Warning,2026-05-12 08:11:12
35,43,1,Dark,2234,1061,High,Danger,2026-05-12 08:12:12
42,60,1,Dim,570,2594,Low,Warning,2026-05-12 08:13:12
22,60,1,Dim,2019,3207,High,Danger,2026-05-12 08:14:12
31,66,1,Bright,2723,1210,High,Warning,2026-05-12 08:15:12
36,33,1,Dim,763,1285,Low,Warning,2026-05-12 08:16:12
22,82,0,Bright,2335,2050,Medium,Warning,2026-05-12 08:17:12
24,48,0,Dark,3172,2246,Low,Warning,2026-05-12 08:18:12
40,73,0,Dark,3031,877,Low,Danger,2026-05-12 08:19:12
26,93,0,Dark,290,1258,Medium,Warning,2026-05-12 08:20:12
39,46,1,Bright,561,1514,High,Warning,2026-05-12 08:21:12
41,57,1,Dark,736,920,Low,Warning,2026-05-12 08:22:12
40,66,1,Bright,1945,2875,Medium,Danger,2026-05-12 08:23:12
34,73,0,Dark,1690,1711,High,Danger,2026-05-12 08:24:12
21,34,0,Dim,1570,3135,High,Warning,2026-05-12 08:25:12
45,79,0,Dim,440,507,High,Warning,2026-05-12 08:26:12
30,37,0,Dim,578,693,High,Normal,2026-05-12 08:27:12
39,87,1,Dim,422,2767,Low,Danger,2026-05-12 08:28:12
25,86,1,Dark,1692,218,High,Warning,2026-05-12 08:29:12
23,95,0,Dim,1174,1472,Low,Warning,2026-05-12 08:30:12
22,33,1,Dim,1683,989,Low,Warning,2026-05-12 08:31:12
39,38,1,Dim,1209,355,Low,Warning,2026-05-12 08:32:12
21,31,1,Bright,1889,2822,Medium,Warning,2026-05-12 08:33:12
24,94,1,Bright,3141,1308,Low,Warning,2026-05-12 08:34:12
30,80,0,Dark,3090,2245,High,Danger,2026-05-12 08:35:12
31,37,0,Dim,1773,1812,High,Warning,2026-05-12 08:36:12
45,59,0,Dark,1815,1838,Medium,Warning,2026-05-12 08:37:12
28,93,1,Bright,2839,685,High,Warning,2026-05-12 08:38:12
22,86,0,Dim,3289,697,Low,Warning,2026-05-12 08:39:12
22,87,1,Bright,322,1338,Medium,Warning,2026-05-12 08:40:12
33,37,0,Dim,966,2778,High,Warning,2026-05-12 08:41:12
26,30,0,Dark,2073,1322,High,Warning,2026-05-12 08:42:12
33,56,0,Bright,3477,1771,Low,Warning,2026-05-12 08:43:12
35,33,0,Dim,1693,1251,Medium,Warning,2026-05-12 08:44:12
30,35,1,Dim,1070,1441,Medium,Normal,2026-05-12 08:45:12
28,79,1,Bright,2512,1172,Medium,Warning,2026-05-12 08:46:12
28,62,0,Bright,508,1142,High,Normal,2026-05-12 08:47:12
35,44,1,Dark,2710,3025,Medium,Danger,2026-05-12 08:48:12
21,63,1,Bright,3136,206,Low,Warning,2026-05-12 08:49:12
32,94,0,Dark,2989,2397,High,Danger,2026-05-12 08:50:12
33,75,0,Bright,3000,1776,Low,Warning,2026-05-12 08:51:12
44,34,0,Dark,2076,3067,Medium,Danger,2026-05-12 08:52:12
36,54,0,Dark,3228,1520,High,Danger,2026-05-12 08:53:12
27,84,0,Dark,3122,3020,High,Danger,2026-05-12 08:54:12
32,49,0,Dim,3423,2442,Low,Warning,2026-05-12 08:55:12
32,53,1,Dim,2185,1251,Low,Warning,2026-05-12 08:56:12
21,78,0,Dim,1331,2386,High,Warning,2026-05-12 08:57:12
31,51,0,Dim,1172,143,High,Normal,2026-05-12 08:58:12
22,62,1,Bright,2084,3026,Low,Warning,2026-05-12 08:59:12
22,50,0,Bright,721,2456,Low,Normal,2026-05-12 09:00:12
34,39,0,Dim,3427,629,Medium,Warning,2026-05-12 09:01:12
27,94,0,Dark,2575,949,Medium,Warning,2026-05-12 09:02:12
31,77,1,Bright,1666,2109,Low,Warning,2026-05-12 09:03:12
30,58,1,Dim,1133,3291,High,Warning,2026-05-12 09:04:12
28,77,0,Dim,659,657,High,Normal,2026-05-12 09:05:12
21,78,1,Dark,367,1000,Medium,Warning,2026-05-12 09:06:12
45,69,0,Dim,1616,1934,Low,Warning,2026-05-12 09:07:12
27,84,1,Dim,2946,1482,Low,Warning,2026-05-12 09:08:12
32,83,1,Dim,431,1457,High,Warning,2026-05-12 09:09:12
21,61,0,Dark,3035,3004,Low,Warning,2026-05-12 09:10:12
32,36,0,Bright,3405,1423,High,Warning,2026-05-12 09:11:12
39,84,1,Bright,1309,1726,High,Danger,2026-05-12 09:12:12
35,49,1,Bright,2271,1933,Low,Warning,2026-05-12 09:13:12
32,65,0,Bright,2821,1820,High,Warning,2026-05-12 09:14:12
29,74,1,Bright,454,1360,High,Warning,2026-05-12 09:15:12
22,67,0,Dim,190,3130,Low,Normal,2026-05-12 09:16:12
24,44,0,Bright,2653,1253,Low,Warning,2026-05-12 09:17:12
41,67,1,Bright,1867,2706,Medium,Danger,2026-05-12 09:18:12
31,95,1,Dim,2859,2570,Medium,Danger,2026-05-12 09:19:12
29,82,0,Dim,2119,3284,Low,Warning,2026-05-12 09:20:12
35,55,1,Dark,1562,1261,Low,Warning,2026-05-12 09:21:12
21,39,0,Dark,171,691,Medium,Normal,2026-05-12 09:22:12
39,67,1,Bright,2008,1255,High,Danger,2026-05-12 09:23:12
33,65,0,Dim,2555,869,High,Warning,2026-05-12 09:24:12
24,36,1,Dark,1939,3447,Medium,Warning,2026-05-12 09:25:12
20,53,0,Bright,942,2793,High,Warning,2026-05-12 09:26:12
39,53,0,Dim,414,372,Low,Normal,2026-05-12 09:27:12
38,75,0,Dark,3012,3209,Medium,Danger,2026-05-12 09:28:12
41,86,1,Bright,3414,1491,Low,Danger,2026-05-12 09:29:12
41,51,1,Bright,1584,1679,Medium,Warning,2026-05-12 09:30:12
40,63,0,Dim,234,1341,Medium,Normal,2026-05-12 09:31:12
22,65,1,Bright,188,1134,High,Normal,2026-05-12 09:32:12
30,71,0,Dark,1828,2126,Low,Warning,2026-05-12 09:33:12
40,59,0,Dim,2535,121,High,Warning,2026-05-12 09:34:12
37,63,1,Bright,3491,2120,Medium,Warning,2026-05-12 09:35:12
37,67,0,Dark,3318,1236,Low,Warning,2026-05-12 09:36:12
31,42,0,Bright,2685,2280,Medium,Warning,2026-05-12 09:37:12
37,40,0,Dim,2229,2224,Low,Warning,2026-05-12 09:38:12
32,35,0,Bright,2686,209,Low,Normal,2026-05-12 09:39:12
40,46,1,Dim,1482,1541,High,Danger,2026-05-12 09:40:12
30,32,0,Dim,3046,1629,Medium,Warning,2026-05-12 09:41:12
38,47,0,Dim,228,2818,High,Warning,2026-05-12 09:42:12
26,65,1,Bright,1330,263,Medium,Normal,2026-05-12 09:43:12
30,30,0,Dim,2550,463,High,Warning,2026-05-12 09:44:12
25,64,0,Dark,2649,1902,Medium,Warning,2026-05-12 09:45:12
27,68,1,Dark,2417,634,Medium,Warning,2026-05-12 09:46:12
40,30,0,Dim,393,2856,Low,Warning,2026-05-12 09:47:12
33,49,0,Dark,1778,1565,High,Warning,2026-05-12 09:48:12
40,57,1,Dark,3477,434,High,Danger,2026-05-12 09:49:12
21,68,1,Dim,3289,1987,Medium,Warning,2026-05-12 09:50:12
26,90,1,Dark,2916,1718,High,Danger,2026-05-12 09:51:12
32,58,1,Dim,1586,3042,Low,Warning,2026-05-12 09:52:12
39,92,0,Dark,2271,545,High,Danger,2026-05-12 09:53:12
26,65,1,Dark,1668,2350,High,Warning,2026-05-12 09:54:12
25,88,1,Dark,3166,621,Low,Warning,2026-05-12 09:55:12
40,44,1,Bright,3454,588,Low,Warning,2026-05-12 09:56:12
41,95,0,Bright,141,651,Low,Warning,2026-05-12 09:57:12
43,66,1,Bright,1075,3201,High,Danger,2026-05-12 09:58:12
38,52,1,Dim,388,1515,High,Warning,2026-05-12 09:59:12
31,82,1,Dark,2143,1326,Low,Warning,2026-05-12 10:00:12
32,92,1,Dim,451,1073,High,Warning,2026-05-12 10:01:12
45,87,0,Bright,2662,1236,Low,Danger,2026-05-12 10:02:12
24,48,1,Dim,345,2761,Medium,Warning,2026-05-12 10:03:12
32,86,0,Bright,1352,3306,Medium,Warning,2026-05-12 10:04:12
29,41,1,Dark,2181,3146,Low,Danger,2026-05-12 10:05:12
38,92,1,Dim,1728,393,High,Danger,2026-05-12 10:06:12
41,94,0,Bright,2125,438,Low,Warning,2026-05-12 10:07:12
24,30,0,Bright,2460,497,Medium,Normal,2026-05-12 10:08:12
24,66,1,Dim,663,3460,Low,Warning,2026-05-12 10:09:12
40,71,0,Bright,2493,496,High,Warning,2026-05-12 10:10:12
31,89,0,Bright,2136,771,Medium,Warning,2026-05-12 10:11:12
35,61,1,Dim,3189,3312,Low,Danger,2026-05-12 10:12:12
38,76,0,Dark,1807,2102,High,Danger,2026-05-12 10:13:12
26,40,1,Dark,2217,275,High,Warning,2026-05-12 10:14:12
45,81,1,Bright,502,2930,Low,Warning,2026-05-12 10:15:12
44,75,1,Dim,608,973,Medium,Warning,2026-05-12 10:16:12
43,46,0,Bright,397,2210,High,Warning,2026-05-12 10:17:12
44,94,1,Bright,3189,2223,Medium,Danger,2026-05-12 10:18:12
20,32,0,Dark,356,164,Medium,Normal,2026-05-12 10:19:12
23,82,1,Dark,1460,2963,Low,Danger,2026-05-12 10:20:12
21,38,1,Dim,2137,1095,High,Warning,2026-05-12 10:21:12
30,39,1,Dim,1975,532,High,Warning,2026-05-12 10:22:12
24,78,0,Dark,985,1065,Low,Warning,2026-05-12 10:23:12
34,48,0,Dim,3058,2480,Low,Warning,2026-05-12 10:24:12
22,57,0,Bright,1174,1301,Medium,Normal,2026-05-12 10:25:12
45,70,0,Bright,3338,1266,Low,Warning,2026-05-12 10:26:12
37,90,1,Dark,103,2800,Medium,Danger,2026-05-12 10:27:12
34,73,1,Dark,2366,1988,Medium,Danger,2026-05-12 10:28:12
32,74,0,Dark,871,354,Medium,Normal,2026-05-12 10:29:12
35,41,1,Bright,3309,3476,Medium,Danger,2026-05-12 10:30:12
39,78,0,Bright,2439,1809,Low,Danger,2026-05-12 10:31:12
38,43,0,Dark,2671,757,Medium,Warning,2026-05-12 10:32:12
44,53,1,Dark,748,1295,High,Warning,2026-05-12 10:33:12
31,42,1,Bright,1281,1028,Medium,Warning,2026-05-12 10:34:12
32,52,1,Bright,1919,1415,Low,Warning,2026-05-12 10:35:12
26,42,0,Bright,2938,1516,Medium,Warning,2026-05-12 10:36:12
29,61,0,Dim,3317,2051,High,Warning,2026-05-12 10:37:12
22,54,0,Dark,2023,1211,Low,Warning,2026-05-12 10:38:12
29,69,1,Dim,253,2248,High,Warning,2026-05-12 10:39:12
30,54,1,Dark,2974,2626,High,Danger,2026-05-12 10:40:12
43,43,1,Bright,2362,1806,High,Danger,2026-05-12 10:41:12
28,47,1,Dim,625,3425,Low,Warning,2026-05-12 10:42:12
20,94,0,Dark,2832,306,Medium,Warning,2026-05-12 10:43:12
32,58,0,Dim,2375,1737,Low,Warning,2026-05-12 10:44:12
27,82,0,Dark,753,3009,Low,Warning,2026-05-12 10:45:12
32,54,1,Dark,1995,136,High,Warning,2026-05-12 10:46:12
20,81,1,Dim,225,1904,High,Warning,2026-05-12 10:47:12
45,64,1,Dim,1772,2881,Low,Danger,2026-05-12 10:48:12
39,83,1,Dark,1647,1717,Low,Danger,2026-05-12 10:49:12
42,54,1,Dark,2491,2678,High,Danger,2026-05-12 10:50:12
30,59,0,Dark,893,2133,Low,Warning,2026-05-12 10:51:12
40,52,1,Dim,1294,1001,Medium,Warning,2026-05-12 10:52:12
39,69,0,Dim,124,2149,Medium,Warning,2026-05-12 10:53:12
29,33,1,Dim,3100,2443,Low,Warning,2026-05-12 10:54:12
34,32,1,Dim,2807,1164,Low,Warning,2026-05-12 10:55:12
44,64,1,Bright,3479,1314,Low,Warning,2026-05-12 10:56:12
38,62,1,Dark,1682,1870,High,Danger,2026-05-12 10:57:12
36,66,1,Dim,2612,2659,Low,Danger,2026-05-12 10:58:12
43,62,1,Dim,672,3307,Low,Warning,2026-05-12 10:59:12
